PARCELID	DELTSPUW	SHADPEMP	DELTSPUS	SHADPK12	DELTSPUU	SHADPUNI
1	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
2	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
3	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
4	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
5	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
6	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
7	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
8	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
9	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
10	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
11	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
12	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
13	10.036884	10.036884	0.000000	0.000000	0.000000	0.000000
14	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
15	3.213433	3.213433	0.000000	0.000000	0.000000	0.000000
16	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
17	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
18	6.625680	6.625680	0.000000	0.000000	0.000000	0.000000
19	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
20	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
21	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
22	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
23	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
24	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
25	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
26	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
27	5.506885	5.506885	0.000000	0.000000	0.000000	0.000000
28	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
29	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
30	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
31	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
32	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
33	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
34	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
35	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
36	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
37	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
38	7.771448	7.771448	0.000000	0.000000	0.000000	0.000000
39	5.826173	5.826173	0.000000	0.000000	0.000000	0.000000
40	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
41	7.452586	7.452586	-8.517193	0.000000	-8.517193	-8.517193
42	6.536295	6.536295	-8.517193	0.000000	-8.517193	-8.517193
43	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
44	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
45	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
46	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
47	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
48	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
49	9.187790	9.187790	-8.517193	0.000000	-8.517193	-8.517193
50	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
51	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
52	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
53	0.000000	0.000000	-8.517193	0.000000	-8.517193	-8.517193
54	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
55	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
56	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
57	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
58	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
59	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
60	-2.781675	-2.781675	-9.210340	0.000000	0.000000	0.000000
61	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	0.234408	0.234408	0.000000	0.000000	0.000000	0.000000
67	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	7.525900	7.525900	0.000000	0.000000	0.000000	0.000000
69	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	-3.035616	-3.035616	0.000000	0.000000	0.000000	0.000000
72	-3.035616	-3.035616	0.000000	0.000000	0.000000	0.000000
73	1.109901	1.109901	0.000000	0.000000	0.000000	0.000000
74	8.054985	8.054985	0.000000	0.000000	0.000000	0.000000
75	1.396405	1.396405	0.000000	0.000000	0.000000	0.000000
76	5.698566	5.698566	0.000000	0.000000	0.000000	0.000000
77	5.698566	5.698566	0.000000	0.000000	0.000000	0.000000
78	5.698566	5.698566	0.000000	0.000000	0.000000	0.000000
79	5.698566	5.698566	0.000000	0.000000	0.000000	0.000000
80	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
81	7.959418	7.959418	-8.517193	0.000000	0.000000	0.000000
82	6.573387	6.573387	-8.517193	0.000000	0.000000	0.000000
83	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
84	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
85	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
86	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
87	-1.347866	-1.347866	-8.517193	0.000000	0.000000	0.000000
88	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
89	-1.250922	-1.250922	-8.517193	0.000000	0.000000	0.000000
90	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
91	2.114820	2.114820	0.000000	0.000000	0.000000	0.000000
92	2.114820	2.114820	0.000000	0.000000	0.000000	0.000000
93	8.530661	8.530661	0.000000	0.000000	0.000000	0.000000
94	2.114820	2.114820	0.000000	0.000000	0.000000	0.000000
95	2.114820	2.114820	0.000000	0.000000	0.000000	0.000000
96	2.114820	2.114820	0.000000	0.000000	0.000000	0.000000
97	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
98	7.848456	7.848456	0.000000	0.000000	0.000000	0.000000
99	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
100	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
101	6.352872	6.352872	0.000000	0.000000	0.000000	0.000000
102	6.239018	6.239018	0.000000	0.000000	0.000000	0.000000
103	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
104	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
105	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
106	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
107	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
108	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
109	6.293924	6.293924	0.000000	0.000000	0.000000	0.000000
110	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
111	-1.247260	-1.247260	0.000000	0.000000	0.000000	0.000000
112	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
113	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
114	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
115	3.978435	3.978435	0.000000	0.000000	0.000000	0.000000
116	0.000000	0.000000	-8.517193	0.000000	0.000000	0.000000
117	7.062388	7.062388	-8.517193	0.000000	0.000000	0.000000
118	-1.166177	-1.166177	-8.517193	0.000000	0.000000	0.000000
119	7.276909	7.276909	-8.517193	0.000000	0.000000	0.000000
120	2.250986	2.250986	-8.517193	0.000000	0.000000	0.000000
121	9.624906	9.624906	-9.903488	0.000000	0.000000	0.000000
122	-1.126301	-1.126301	-9.903488	0.000000	0.000000	0.000000
123	-0.602111	-0.602111	-9.903488	0.000000	0.000000	0.000000
124	-0.207831	-0.207831	-9.903488	0.000000	0.000000	0.000000
125	0.471938	0.471938	-9.903488	0.000000	0.000000	0.000000
126	1.574877	1.574877	-9.903488	0.000000	0.000000	0.000000
127	4.625062	4.625062	0.000000	0.000000	0.000000	0.000000
128	6.409996	6.409996	0.000000	0.000000	0.000000	0.000000
129	9.147147	9.147147	0.000000	0.000000	0.000000	0.000000
130	4.625062	4.625062	0.000000	0.000000	0.000000	0.000000
131	-0.224913	-0.224913	0.000000	0.000000	0.000000	0.000000
132	6.939146	6.939146	0.000000	0.000000	0.000000	0.000000
133	6.952506	6.952506	0.000000	0.000000	0.000000	0.000000
134	0.018122	0.018122	0.000000	0.000000	0.000000	0.000000
135	4.625062	4.625062	0.000000	0.000000	0.000000	0.000000
136	7.166718	7.166718	0.000000	0.000000	0.000000	0.000000
137	6.678663	6.678663	0.000000	0.000000	0.000000	0.000000
138	6.778247	6.778247	0.000000	0.000000	0.000000	0.000000
139	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
140	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
141	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
142	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
143	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
144	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
145	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
146	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
147	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
148	5.937249	5.937249	0.000000	0.000000	0.000000	0.000000
149	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
150	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
151	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
152	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
153	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
154	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
155	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
156	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
157	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
158	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
159	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
160	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
161	-1.964009	-1.964009	-8.517193	0.000000	0.000000	0.000000
162	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
163	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
164	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
165	8.307926	8.307926	-8.517193	0.000000	0.000000	0.000000
166	6.543470	6.543470	-8.517193	0.000000	0.000000	0.000000
167	1.946308	1.946308	0.000000	0.000000	0.000000	0.000000
168	5.925161	5.925161	0.000000	0.000000	0.000000	0.000000
169	0.606269	0.606269	0.000000	0.000000	0.000000	0.000000
170	6.839876	6.839876	0.000000	0.000000	0.000000	0.000000
171	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
172	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
173	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
174	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
175	7.131886	7.131886	0.000000	0.000000	0.000000	0.000000
176	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
177	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
178	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
179	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
180	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
181	7.131886	7.131886	0.000000	0.000000	0.000000	0.000000
182	-2.483920	-2.483920	0.000000	0.000000	0.000000	0.000000
183	-8.517193	-8.517193	0.000000	0.000000	0.000000	0.000000
184	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
185	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
186	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
187	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
188	1.363698	1.363698	0.000000	0.000000	0.000000	0.000000
189	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
190	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
191	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
192	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
193	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
194	-2.253200	-2.253200	0.000000	0.000000	0.000000	0.000000
